NQ-Size,Runtime until solved,Gens until solved, Pop Size,Select Type,Fit Scale Type,Xover Type,Xover Rate,Mut Type,Mut Rate,Rep Type,Fit Fxn, Fitness Score, Chromo,
7,449000,0,10,1,1,1,0.01,2,0.01,1,1,0.0,[6, 1, 3, 5, 0, 2, 4],
7,55600,0,10,1,1,1,0.01,2,0.01,1,1,0.0,[4, 0, 3, 6, 2, 5, 1],
7,1868000,157,10,1,1,1,0.01,2,0.01,1,1,0.0,[4, 0, 5, 3, 1, 6, 2],
7,2682600,459,10,1,1,1,0.01,2,0.01,1,1,0.0,[4, 6, 1, 5, 2, 0, 3],
7,1865300,290,10,1,1,1,0.01,2,0.01,1,1,0.0,[2, 4, 6, 1, 3, 5, 0],
7,412200,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[6, 1, 3, 5, 0, 2, 4],
7,69900,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[3, 0, 4, 1, 5, 2, 6],
7,6408000,401,10,1,1,1,0.01,2,0.01,1,2,0.0,[3, 0, 4, 1, 5, 2, 6],
7,3057200,315,10,1,1,1,0.01,2,0.01,1,2,0.0,[3, 1, 6, 4, 2, 0, 5],
7,955300,61,10,1,1,1,0.01,2,0.01,1,2,0.0,[1, 3, 0, 6, 4, 2, 5],
7,425300,0,10,1,2,1,0.01,2,0.01,1,3,7.0,[6, 1, 3, 5, 0, 2, 4],
7,1818800,47,10,1,2,1,0.01,2,0.01,1,3,7.0,[3, 6, 4, 1, 5, 0, 2],
7,1724900,156,10,1,2,1,0.01,2,0.01,1,3,7.0,[4, 1, 5, 2, 6, 3, 0],
7,1084700,104,10,1,2,1,0.01,2,0.01,1,3,7.0,[1, 4, 0, 3, 6, 2, 5],
7,1167200,93,10,1,2,1,0.01,2,0.01,1,3,7.0,[4, 6, 1, 5, 2, 0, 3],
7,401000,0,10,1,2,1,0.01,2,0.01,1,6,1.0,[6, 1, 3, 5, 0, 2, 4],
7,4783200,321,10,1,2,1,0.01,2,0.01,1,6,1.0,[5, 3, 1, 6, 4, 2, 0],
7,489500,49,10,1,2,1,0.01,2,0.01,1,6,1.0,[5, 3, 1, 6, 4, 2, 0],
7,2647100,286,10,1,2,1,0.01,2,0.01,1,6,1.0,[5, 3, 6, 0, 2, 4, 1],
7,1293200,146,10,1,2,1,0.01,2,0.01,1,6,1.0,[1, 6, 4, 2, 0, 5, 3],
7,797400,0,10,1,1,1,0.01,2,0.01,2,1,0.0,[6, 1, 3, 5, 0, 2, 4],
7,56300,0,10,1,1,1,0.01,2,0.01,2,1,0.0,[4, 0, 3, 6, 2, 5, 1],
7,4638500,157,10,1,1,1,0.01,2,0.01,2,1,0.0,[4, 0, 5, 3, 1, 6, 2],
7,6499800,459,10,1,1,1,0.01,2,0.01,2,1,0.0,[4, 6, 1, 5, 2, 0, 3],
7,4326200,290,10,1,1,1,0.01,2,0.01,2,1,0.0,[2, 4, 6, 1, 3, 5, 0],
7,589000,0,10,1,1,1,0.01,2,0.01,2,2,0.0,[6, 1, 3, 5, 0, 2, 4],
7,119700,0,10,1,1,1,0.01,2,0.01,2,2,0.0,[3, 0, 4, 1, 5, 2, 6],
7,9136800,401,10,1,1,1,0.01,2,0.01,2,2,0.0,[3, 0, 4, 1, 5, 2, 6],
7,4795000,315,10,1,1,1,0.01,2,0.01,2,2,0.0,[3, 1, 6, 4, 2, 0, 5],
7,959800,61,10,1,1,1,0.01,2,0.01,2,2,0.0,[1, 3, 0, 6, 4, 2, 5],
7,644400,0,10,1,2,1,0.01,2,0.01,2,3,7.0,[6, 1, 3, 5, 0, 2, 4],
7,2994800,47,10,1,2,1,0.01,2,0.01,2,3,7.0,[3, 6, 4, 1, 5, 0, 2],
7,4249800,156,10,1,2,1,0.01,2,0.01,2,3,7.0,[4, 1, 5, 2, 6, 3, 0],
7,2470700,104,10,1,2,1,0.01,2,0.01,2,3,7.0,[1, 4, 0, 3, 6, 2, 5],
7,2169400,93,10,1,2,1,0.01,2,0.01,2,3,7.0,[4, 6, 1, 5, 2, 0, 3],
7,999000,0,10,1,2,1,0.01,2,0.01,2,6,1.0,[6, 1, 3, 5, 0, 2, 4],
7,8864300,321,10,1,2,1,0.01,2,0.01,2,6,1.0,[5, 3, 1, 6, 4, 2, 0],
7,1184800,49,10,1,2,1,0.01,2,0.01,2,6,1.0,[5, 3, 1, 6, 4, 2, 0],
7,6410500,286,10,1,2,1,0.01,2,0.01,2,6,1.0,[5, 3, 6, 0, 2, 4, 1],
7,1685500,146,10,1,2,1,0.01,2,0.01,2,6,1.0,[1, 6, 4, 2, 0, 5, 3],
7,424600,0,10,1,1,1,0.01,3,0.01,1,1,0.0,[6, 1, 3, 5, 0, 2, 4],
7,61700,0,10,1,1,1,0.01,3,0.01,1,1,0.0,[4, 0, 3, 6, 2, 5, 1],
7,4681300,232,10,1,1,1,0.01,3,0.01,1,1,0.0,[0, 2, 4, 6, 1, 3, 5],
7,703500,53,10,1,1,1,0.01,3,0.01,1,1,0.0,[3, 0, 2, 5, 1, 6, 4],
7,3465000,366,10,1,1,1,0.01,3,0.01,1,1,0.0,[1, 5, 2, 6, 3, 0, 4],
7,490000,0,10,1,1,1,0.01,3,0.01,1,2,0.0,[6, 1, 3, 5, 0, 2, 4],
7,53700,0,10,1,1,1,0.01,3,0.01,1,2,0.0,[3, 0, 4, 1, 5, 2, 6],
7,8730200,393,10,1,1,1,0.01,3,0.01,1,2,0.0,[5, 1, 4, 0, 3, 6, 2],
7,5471000,367,10,1,1,1,0.01,3,0.01,1,2,0.0,[2, 5, 1, 4, 0, 3, 6],
7,2895600,228,10,1,1,1,0.01,3,0.01,1,2,0.0,[6, 2, 5, 1, 4, 0, 3],
7,484300,0,10,1,2,1,0.01,3,0.01,1,3,7.0,[6, 1, 3, 5, 0, 2, 4],
7,11136100,841,10,1,2,1,0.01,3,0.01,1,3,7.0,[2, 4, 6, 1, 3, 5, 0],
7,27900,0,10,1,2,1,0.01,3,0.01,1,3,7.0,[4, 6, 1, 3, 5, 0, 2],
7,3664000,435,10,1,2,1,0.01,3,0.01,1,3,7.0,[5, 1, 4, 0, 3, 6, 2],
7,208600,18,10,1,2,1,0.01,3,0.01,1,3,7.0,[6, 2, 5, 1, 4, 0, 3],
7,573100,0,10,1,2,1,0.01,3,0.01,1,6,1.0,[6, 1, 3, 5, 0, 2, 4],
7,6162200,343,10,1,2,1,0.01,3,0.01,1,6,1.0,[0, 4, 1, 5, 2, 6, 3],
7,834900,63,10,1,2,1,0.01,3,0.01,1,6,1.0,[4, 1, 5, 2, 6, 3, 0],
7,1890200,149,10,1,2,1,0.01,3,0.01,1,6,1.0,[4, 0, 5, 3, 1, 6, 2],
7,910300,76,10,1,2,1,0.01,3,0.01,1,6,1.0,[3, 6, 4, 1, 5, 0, 2],
7,464300,0,10,1,1,1,0.01,3,0.01,2,1,0.0,[6, 1, 3, 5, 0, 2, 4],
7,48200,0,10,1,1,1,0.01,3,0.01,2,1,0.0,[4, 0, 3, 6, 2, 5, 1],
7,6892100,232,10,1,1,1,0.01,3,0.01,2,1,0.0,[0, 2, 4, 6, 1, 3, 5],
7,926700,53,10,1,1,1,0.01,3,0.01,2,1,0.0,[3, 0, 2, 5, 1, 6, 4],
7,7682300,366,10,1,1,1,0.01,3,0.01,2,1,0.0,[1, 5, 2, 6, 3, 0, 4],
