NQ-Size,Runtime until solved,Gens until solved, Pop Size,Select Type,Fit Scale Type,Xover Type,Xover Rate,Mut Type,Mut Rate,Rep Type,Fit Fxn, Fitness Score, Chromo,
11,11220800,540,20,1,1,2,0.01,5,0.01,1,1,0.0,[1, 8, 6, 3, 0, 7, 4, 10, 5, 2, 9],
11,16131300,474,20,1,1,3,0.01,5,0.01,1,1,0.0,[1, 4, 6, 10, 0, 5, 3, 9, 7, 2, 8],
11,2223200,129,20,1,1,4,0.01,5,0.01,1,1,0.0,[4, 2, 7, 10, 6, 3, 9, 0, 8, 5, 1],
11,670500,57,20,1,1,9,0.01,4,0.01,1,1,0.0,[2, 4, 9, 7, 3, 10, 6, 1, 5, 0, 8],
11,6281400,121,50,1,1,9,0.01,2,0.01,1,1,0.0,[3, 6, 8, 2, 4, 9, 0, 5, 1, 10, 7],
11,92284800,718,100,1,1,3,0.01,2,0.01,1,1,0.0,[10, 1, 3, 5, 7, 9, 0, 2, 4, 6, 8],
11,71514400,677,100,1,1,3,0.01,3,0.01,1,1,0.0,[3, 9, 2, 4, 8, 10, 0, 6, 1, 5, 7],
11,18177000,216,100,1,1,3,0.01,5,0.01,1,1,0.0,[3, 6, 9, 1, 8, 4, 2, 7, 5, 10, 0],
11,764900,3,100,1,1,9,0.01,2,0.01,1,1,0.0,[1, 6, 9, 2, 4, 7, 10, 3, 5, 0, 8],
11,6589200,24,100,1,1,9,0.01,5,0.01,1,1,0.0,[4, 1, 5, 8, 2, 0, 7, 3, 10, 6, 9],
11,732700,3,100,1,1,7,0.01,7,0.01,2,1,0.0,[0, 4, 1, 7, 10, 4, 2, 7, 5, 7, 10],
11,20214600,140,100,1,1,8,0.01,7,0.01,2,1,0.0,[6, 6, 3, 7, 0, 2, 7, 3, 6, 0, 2],
11,196000,0,500,1,1,2,0.01,2,0.01,1,1,0.0,[8, 4, 7, 1, 10, 5, 0, 9, 3, 6, 2],
11,27066600,18,500,1,1,2,0.01,3,0.01,1,1,0.0,[8, 1, 7, 9, 3, 0, 4, 10, 5, 2, 6],
11,3154100,8,500,1,1,2,0.01,4,0.01,1,1,0.0,[8, 10, 3, 1, 9, 4, 6, 0, 2, 5, 7],
11,4264900,1,500,1,1,3,0.01,2,0.01,1,1,0.0,[2, 8, 6, 4, 1, 5, 0, 10, 3, 7, 9],
11,226256700,603,500,1,1,3,0.01,2,0.01,1,1,0.0,[1, 8, 4, 0, 7, 3, 10, 6, 2, 9, 5],
11,178021000,447,500,1,1,3,0.01,3,0.01,1,1,0.0,[2, 6, 8, 0, 4, 9, 7, 10, 1, 3, 5],
11,151951000,348,500,1,1,3,0.01,3,0.01,1,1,0.0,[8, 5, 3, 1, 10, 7, 9, 4, 2, 0, 6],
11,5336200,1,500,1,1,4,0.01,2,0.01,1,1,0.0,[2, 8, 6, 4, 1, 5, 0, 10, 3, 7, 9],
11,2964000,6,500,1,1,9,0.01,4,0.01,1,1,0.0,[7, 4, 2, 0, 8, 1, 5, 9, 6, 10, 3],
11,1642000,3,500,1,1,6,0.01,7,0.01,2,1,0.0,[5, 2, 8, 1, 4, 7, 10, 8, 0, 4, 9],
11,447084200,951,500,1,1,7,0.01,6,0.01,2,1,0.0,[10, 7, 4, 0, 3, 8, 6, 2, 9, 5, 1],
11,441985500,949,500,1,1,8,0.01,6,0.01,2,1,0.0,[10, 7, 4, 0, 3, 8, 6, 2, 9, 5, 1],
11,6097400,607,10,1,1,3,0.05,2,0.01,1,1,0.0,[8, 6, 3, 0, 2, 7, 5, 10, 1, 9, 4],
11,6096400,206,10,1,1,3,0.05,5,0.01,1,1,0.0,[10, 3, 5, 9, 2, 0, 7, 4, 1, 8, 6],
11,16882700,717,10,1,1,3,0.05,5,0.01,1,1,0.0,[6, 8, 3, 7, 0, 10, 1, 9, 5, 2, 4],
11,714600,109,10,1,1,9,0.05,2,0.01,1,1,0.0,[10, 5, 0, 6, 1, 7, 2, 8, 3, 9, 4],
11,5756900,344,10,1,1,9,0.05,3,0.01,1,1,0.0,[9, 7, 3, 1, 8, 10, 5, 0, 2, 4, 6],
11,366000,11,10,1,1,7,0.05,7,0.01,2,1,0.0,[7, 4, 0, 7, 6, 9, 5, 9, 2, 4, 4],
11,4349800,173,10,1,1,7,0.05,7,0.01,2,1,0.0,[9, 2, 8, 3, 9, 8, 3, 1, 3, 2, 1],
11,13057000,711,20,1,1,2,0.05,5,0.01,1,1,0.0,[6, 4, 1, 7, 5, 10, 8, 0, 3, 9, 2],
11,12162300,365,20,1,1,3,0.05,2,0.01,1,1,0.0,[10, 8, 4, 1, 9, 2, 5, 7, 0, 3, 6],
11,11836700,383,20,1,1,7,0.05,7,0.01,2,1,0.0,[7, 9, 0, 2, 4, 6, 8, 4, 6, 6, 1],
11,45754300,800,20,1,1,8,0.05,7,0.01,2,1,0.0,[0, 3, 6, 6, 10, 1, 6, 3, 0, 4, 1],
11,25925200,859,20,1,1,8,0.05,7,0.01,2,1,0.0,[5, 8, 8, 0, 0, 6, 1, 3, 7, 5, 2],
11,7031100,81,50,1,1,3,0.05,3,0.01,1,1,0.0,[3, 6, 8, 10, 4, 7, 0, 2, 9, 5, 1],
11,5795700,15,50,1,1,9,0.05,3,0.01,1,1,0.0,[0, 4, 8, 1, 5, 9, 2, 6, 10, 3, 7],
11,16588800,125,50,1,1,7,0.05,7,0.01,2,1,0.0,[4, 6, 6, 0, 2, 4, 6, 9, 9, 0, 1],
11,2659600,21,100,1,1,3,0.05,4,0.01,1,1,0.0,[5, 0, 6, 4, 10, 1, 9, 2, 8, 3, 7],
11,856300,3,100,1,1,7,0.05,7,0.01,2,1,0.0,[10, 4, 6, 8, 0, 2, 4, 7, 6, 6, 2],
11,957500,7,100,1,1,8,0.05,7,0.01,2,1,0.0,[8, 5, 2, 9, 3, 0, 5, 8, 1, 6, 4],
11,4324900,7,500,1,1,2,0.05,2,0.01,1,1,0.0,[2, 8, 3, 0, 10, 5, 9, 6, 4, 7, 1],
11,4040300,9,500,1,1,2,0.05,2,0.01,1,1,0.0,[4, 6, 9, 3, 5, 0, 2, 10, 7, 1, 8],
11,10890600,3,500,1,1,2,0.05,3,0.01,1,1,0.0,[5, 8, 2, 9, 6, 3, 0, 10, 7, 4, 1],
11,12367900,20,500,1,1,2,0.05,3,0.01,1,1,0.0,[8, 3, 7, 0, 2, 5, 9, 6, 4, 10, 1],
11,602100,0,500,1,1,2,0.05,4,0.01,1,1,0.0,[3, 7, 4, 8, 0, 2, 10, 6, 9, 1, 5],
