NQ-Size,Runtime until solved,Gens until solved, Pop Size,Select Type,Fit Scale Type,Xover Type,Xover Rate,Mut Type,Mut Rate,Rep Type,Fit Fxn, Fitness Score, Chromo,
10,1717900,214,10,1,1,2,0.01,2,0.01,1,1,0.0,[4, 9, 5, 3, 1, 7, 2, 8, 6, 0],
10,7641800,579,10,1,1,2,0.01,5,0.01,1,1,0.0,[7, 0, 2, 5, 8, 6, 9, 3, 1, 4],
10,20849800,656,10,1,1,8,0.01,7,0.01,2,1,0.0,[1, 1, 5, 5, 7, 0, 0, 2, 3, 1],
10,243800,13,10,1,1,8,0.01,7,0.01,2,1,0.0,[3, 7, 4, 2, 9, 6, 1, 1, 6, 9],
10,3655400,207,20,1,1,2,0.01,3,0.01,1,1,0.0,[5, 7, 4, 0, 3, 8, 6, 2, 9, 1],
10,378200,13,20,1,1,4,0.01,2,0.01,1,1,0.0,[4, 6, 8, 2, 5, 1, 9, 7, 0, 3],
10,33959000,719,20,1,1,8,0.01,7,0.01,2,1,0.0,[1, 1, 5, 5, 7, 0, 0, 4, 2, 3],
10,35957900,334,50,1,1,2,0.01,3,0.01,1,1,0.0,[1, 9, 2, 6, 8, 3, 0, 4, 7, 5],
10,48337900,965,50,1,1,2,0.01,3,0.01,1,1,0.0,[9, 6, 1, 3, 8, 0, 7, 4, 2, 5],
10,61360000,701,50,1,1,3,0.01,3,0.01,1,1,0.0,[6, 8, 2, 0, 3, 7, 4, 1, 9, 5],
10,21371800,542,50,1,1,3,0.01,3,0.01,1,1,0.0,[5, 8, 1, 9, 7, 2, 0, 3, 6, 4],
10,16898400,393,50,1,1,3,0.01,3,0.01,1,1,0.0,[9, 4, 1, 5, 0, 2, 6, 8, 3, 7],
10,47239800,540,50,1,1,9,0.01,2,0.01,1,1,0.0,[3, 1, 7, 9, 0, 2, 5, 8, 6, 4],
10,2627600,12,50,1,1,9,0.01,5,0.01,1,1,0.0,[4, 1, 9, 6, 3, 0, 2, 8, 5, 7],
10,32240200,515,50,1,1,9,0.01,5,0.01,1,1,0.0,[7, 0, 4, 8, 1, 3, 6, 2, 9, 5],
10,3113700,36,50,1,1,6,0.01,6,0.01,2,1,0.0,[4, 2, 5, 8, 1, 3, 6, 9, 7, 0],
10,55925600,571,50,1,1,7,0.01,7,0.01,2,1,0.0,[7, 3, 8, 8, 2, 2, 6, 1, 9, 1],
10,38316500,776,50,1,1,7,0.01,7,0.01,2,1,0.0,[1, 1, 3, 5, 9, 0, 2, 1, 3, 3],
10,19234900,255,50,1,1,7,0.01,7,0.01,2,1,0.0,[6, 1, 1, 3, 6, 4, 6, 0, 2, 4],
10,129200,0,100,1,1,2,0.01,2,0.01,1,1,0.0,[4, 0, 7, 5, 2, 8, 1, 3, 9, 6],
10,116500,0,100,1,1,2,0.01,3,0.01,1,1,0.0,[4, 0, 7, 5, 2, 8, 1, 3, 9, 6],
10,48743300,599,100,1,1,3,0.01,2,0.01,1,1,0.0,[9, 2, 6, 1, 3, 7, 0, 4, 8, 5],
10,85611900,814,100,1,1,3,0.01,3,0.01,1,1,0.0,[0, 5, 8, 2, 9, 6, 3, 1, 4, 7],
10,42175600,249,100,1,1,3,0.01,5,0.01,1,1,0.0,[4, 9, 5, 3, 1, 6, 8, 2, 0, 7],
10,63236300,793,100,1,1,3,0.01,5,0.01,1,1,0.0,[4, 7, 1, 3, 9, 0, 8, 5, 2, 6],
10,42859900,289,100,1,1,9,0.01,2,0.01,1,1,0.0,[5, 1, 8, 4, 2, 7, 9, 6, 3, 0],
10,285600,0,100,1,1,9,0.01,2,0.01,1,1,0.0,[7, 2, 4, 1, 8, 5, 9, 6, 3, 0],
10,32528000,143,100,1,1,9,0.01,3,0.01,1,1,0.0,[5, 2, 8, 1, 4, 7, 9, 6, 3, 0],
10,77107700,563,100,1,1,6,0.01,6,0.01,2,1,0.0,[9, 4, 1, 7, 2, 6, 8, 0, 5, 3],
10,26724900,520,100,1,1,6,0.01,6,0.01,2,1,0.0,[5, 9, 1, 6, 4, 2, 0, 8, 3, 7],
10,95800400,636,100,1,1,6,0.01,7,0.01,2,1,0.0,[4, 0, 3, 8, 4, 8, 6, 2, 1, 0],
10,36228100,400,100,1,1,7,0.01,6,0.01,2,1,0.0,[0, 5, 9, 2, 6, 8, 3, 1, 4, 7],
10,110978400,842,100,1,1,7,0.01,7,0.01,2,1,0.0,[6, 3, 3, 0, 6, 4, 2, 0, 0, 5],
10,53780200,278,100,1,1,7,0.01,7,0.01,2,1,0.0,[7, 5, 8, 1, 4, 8, 1, 6, 5, 4],
10,42063900,412,100,1,1,7,0.01,7,0.01,2,1,0.0,[1, 8, 5, 7, 5, 0, 2, 4, 6, 5],
10,72016900,564,100,1,1,8,0.01,6,0.01,2,1,0.0,[9, 4, 1, 7, 2, 6, 8, 0, 5, 3],
10,5813900,12,500,1,1,2,0.01,4,0.01,1,1,0.0,[2, 5, 8, 1, 3, 6, 9, 7, 0, 4],
10,11638800,7,500,1,1,2,0.01,5,0.01,1,1,0.0,[0, 7, 1, 6, 8, 2, 4, 9, 3, 5],
10,6745700,6,500,1,1,2,0.01,5,0.01,1,1,0.0,[3, 5, 7, 9, 1, 6, 2, 0, 8, 4],
10,281604200,538,500,1,1,3,0.01,2,0.01,1,1,0.0,[8, 3, 0, 4, 9, 1, 5, 7, 2, 6],
10,139191800,294,500,1,1,3,0.01,2,0.01,1,1,0.0,[1, 5, 2, 6, 9, 7, 4, 0, 3, 8],
10,5867100,10,500,1,1,3,0.01,2,0.01,1,1,0.0,[3, 7, 2, 8, 5, 9, 0, 6, 4, 1],
10,189645500,488,500,1,1,3,0.01,3,0.01,1,1,0.0,[2, 9, 6, 3, 1, 8, 5, 0, 4, 7],
10,22761100,22,500,1,1,3,0.01,5,0.01,1,1,0.0,[9, 2, 0, 3, 6, 8, 1, 4, 7, 5],
10,2247200,4,500,1,1,3,0.01,5,0.01,1,1,0.0,[7, 4, 2, 9, 6, 3, 0, 8, 1, 5],
10,274052600,738,500,1,1,3,0.01,5,0.01,1,1,0.0,[4, 8, 3, 5, 9, 1, 6, 0, 2, 7],
10,2028800,3,500,1,1,4,0.01,4,0.01,1,1,0.0,[3, 8, 6, 2, 0, 5, 1, 4, 9, 7],
10,193300,0,500,1,1,9,0.01,2,0.01,1,1,0.0,[3, 5, 9, 4, 1, 7, 2, 6, 8, 0],
10,2574600,4,500,1,1,9,0.01,2,0.01,1,1,0.0,[0, 8, 5, 1, 6, 9, 2, 4, 7, 3],
10,18386300,34,500,1,1,9,0.01,2,0.01,1,1,0.0,[1, 4, 7, 5, 8, 2, 0, 3, 6, 9],
10,541600,1,500,1,1,9,0.01,2,0.01,1,1,0.0,[9, 3, 6, 4, 1, 8, 0, 5, 7, 2],
10,7203500,14,500,1,1,9,0.01,4,0.01,1,1,0.0,[5, 3, 0, 4, 7, 9, 2, 6, 8, 1],
